DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0.65051081,1.158653261896931,0.5801715995891861,2.2303875168466054,3.179675226527565,0.5336858771560984,0.4401008146845078,5.033897825339741,0.20098481712637112,1.5892210663713615,0.8127821340000001,0.254222497407732,0.23123962640099205,0.35263877379976144,0.7052660582768685,0.5858688168372551,1.1881881572723734,2.8616572585675435,0.6218845854053376,0.7025904378766098,0.5856497979999999,0.5237386924713521,0.04619978756025095,0.7265312247328536,1.7416047101105991,1.1747096501121184,0.3547081417677729,0.21181449992726853,0.37562977219067045,0.7343770613667308,0.6141181388848765,1.8747350324074943,0.343549537,0.48063673100000004,0.5912513067609575,1.0877927297839773,0.628652887,0.344975053,0.5247625783731377,0.5178766822051459,0.4701940284215185,0.5295788148656378,0.9439132054341812,0.17072582600000002,1.349710735000225,0.23716966267569886,3.196889318,0.2754771449546929,0.6590403504934226,0.8279136999686703,0.4217529674106449,0.1654872550897972,0.161924283,0.20441616817146052,0.10184166681548085,0.28166887341383007,0.244875814,0.19043767209954493,0.22368903399214451,0.030898294439721044,0.2792873811820129,0.1785526769860258,1.584287194080961,2.4010991342006758,0.08141250118358395,0.9990896546679384,0.9572189357552476,0.047287234306520765,0.33712075139092634,0.2033561965400412,0.19136041393268916,0.5908741928880606,0.11214467018846905,0.11010943284696244,0.16063741277349536,1.3292483247644629,t-CS-m
0.365906887,0.6512959501173045,0.810467942069788,2.5972173602198847,4.131602866960624,0.5375540604919788,0.2492345811180104,6.099537741745156,0.2263620348659935,1.7005775690742362,0.443986421,0.3282009979337419,0.40177685958971227,0.38894847843257546,0.6552401847028075,0.8247388370403421,1.846950676698774,2.9386876324298195,0.6299036943770734,1.0987062105055767,0.382638215,0.5272423794477743,0.12756249195381653,0.9769083463639245,2.2642618168256963,1.2926388082052813,0.3170594699924179,0.15669825366991907,0.7976451565590387,0.023093162649850674,0.3555677539026391,1.9297898445928996,0.53685742,0.577352085,0.4741014511049857,1.1684720617902487,0.8205625609999999,0.46799224100000003,0.6541819853648028,0.6769176940429545,0.23550606769894916,0.6043142593318066,0.36932638688018793,0.145508422,0.7669162832069081,0.3003899700546969,2.899563319,0.49428713461664164,0.27496289781124694,1.377297228459825,0.24559635666103674,0.20425795736630373,0.18122270699999998,0.1591736475921377,0.2028177614851287,0.20466228265316466,0.17358078600000001,0.06840651164275538,0.16513298923796604,0.23048998829349554,0.4486860898442746,0.1995911538900402,0.9684687333784113,1.9772312724377614,0.12113416925565962,1.6197650114707476,0.6118961480391681,0.521111749594668,0.41954366764618317,0.23161918255934333,0.393896846775854,0.2525720387297682,0.3526871971785069,0.08554548219767133,0.3285369322521093,1.0080232819125237,t-SC-s
0.2601447,0.3979956954639939,0.2295216389464098,2.6433112068218256,4.303648473342702,0.2683942606893711,0.05091592224555222,3.1304552436428543,0.27379220954277494,2.534531390516136,0.30512739899999997,0.007505976848019569,0.363609152499563,0.5393373699044575,0.7811286132367532,0.8030343363693028,1.7478146637623917,1.5350441367055712,0.5692781239325275,0.7237557567480335,0.26596414,0.5802180206977622,0.07052273085037142,1.2384193181114578,3.4010307542574085,1.5168965599677953,0.4178534784698792,0.3988921134632649,0.6867362820476297,0.04588255717661824,0.4097637025323984,2.4600869426231227,1.0100660590000001,0.454860019,0.48795845605219534,0.841058536155756,0.528782636,0.36489462100000003,0.7932731976655825,0.5321238716004931,0.37997008267958166,0.43510964747308367,0.5860048111672571,0.173429733,0.8793693447561636,0.30235076539813394,1.256936286,0.2910685411561701,0.7781671113508315,0.6117490807340047,0.08244158939555724,0.16448748736788937,0.161409851,0.1497618572086425,0.006005926549708829,0.1865676026026798,0.136466335,0.03943584101386367,0.3990531859512167,0.1499963339711476,0.5918660338542892,0.3852887608488942,1.270702626946523,2.2919174264073985,0.10275218394556819,1.2296763262786916,1.0624166694458208,0.04740670194363403,0.05313003944411007,0.0963248342917161,0.25740242277645187,0.2460145028363882,0.20397924163061537,0.03918775702282043,0.008314500277440184,1.1936339885649065,c-SC-s
0.23948948899999997,0.2712402711576698,0.7668163953025309,1.8724192389493075,2.424970692407631,0.32226852198749945,0.3867908332902624,2.3518322887193572,0.03426498303409525,0.47272476576792943,0.298798799,0.1617980552048836,0.20730541216328657,0.5409805572488622,0.5583972597267461,1.008495718120177,1.008427740262892,1.3717708968524214,0.5463511813688735,0.46535446389422075,0.226539039,0.09321853323707469,0.5480895804507933,0.699552830937124,1.3280788660033545,0.8415907339853375,0.2584577400629006,0.5229831338513158,0.8734859578255614,0.2794365966830046,0.0025701734036482904,1.7380059711879616,0.261824324,0.42530029999999996,0.27468649396386097,0.2757174068939843,0.484421922,0.318506006,0.6809740140465113,0.039492592241038404,0.2383556349848219,0.35301210456668297,0.23210860942818168,0.131336821,0.5647932299257958,0.3708716242844307,2.243009201,0.3996655236847283,0.2898745406900137,0.3383418488749975,0.24952240437564718,0.5450570828848429,0.11329604900000001,0.282124223179753,0.03139645088199011,0.37914278390113354,0.175717121,0.14987337482266738,0.18948854435767265,0.2604345604250239,0.560360451622777,0.28517302715253456,1.2881604082687172,1.6277029995193952,0.19296899724284844,1.2029325825945347,0.7000395891195097,0.2736512108730664,0.1623815954284389,0.23405585213083463,0.18065721211113567,0.3513883999192519,0.10389583563295296,0.3023408677934125,0.16602037472511863,0.689970355536621,c-CS-m
0.617111731,0.7517368848566595,0.05068467148650907,2.356174504132151,3.494138310981785,0.5068747713555836,0.3106436044227331,3.85582539143027,0.3098792019807447,1.0334277203706064,0.60236482,0.5638139154204551,0.5062012307414101,0.3978282051107579,0.49271059857046606,0.857682194572587,1.5608461269858,2.531359761342165,0.6208796963074016,0.9148253172753937,0.33971037600000004,0.6341695219511934,0.21031186439347174,1.229395937564784,2.34522062143065,1.3625453520990427,0.3035678605880762,0.17957281529182123,0.5460947874888153,0.2316741806657776,0.09886112991502344,1.7633721061355665,0.329613392,0.395243789,0.14627605811587166,0.818100044992711,0.572870998,0.286302644,0.39554621959827574,0.48322760930074393,0.2957222096253533,0.4286972229181847,0.7605335682745408,0.20680582399999997,1.1524160639979522,0.3061889648261107,2.90247325,0.28198687795404714,0.2775440493208422,0.862545237305963,0.4160963319102253,0.38819274490455036,0.180845466,0.25590056493400243,0.18936134746796054,0.13297992864723007,0.21952289100000003,0.13959485647703795,0.10064363985981145,0.3688314957997731,0.4255623790830515,0.23086841669225516,1.9970386565580782,1.999594976931701,0.2798984669044883,1.0507369932167883,0.4136097150511034,0.17248769780705714,0.014085628794764327,0.19114489780755006,0.14962152577651658,0.3104341509896783,0.1516849925974856,0.1800547569042628,0.3830385114743666,1.737274378937256,t-CS-s
0.41370558399999996,0.6347699380086252,0.20765801915574028,2.119354280979719,3.9196127649680665,0.4241339266866966,0.2941919403662717,4.366927511271273,0.07154262053631502,1.461492612230621,0.44957698799999996,0.42782977007193257,0.3374118742071912,0.784623715252103,0.4666607440346795,0.7358089993610363,1.6108287719105554,1.3432298233898197,0.557760322486248,0.512311160045951,0.316751269,0.007779155125935189,0.03307773184917365,1.0161311486530697,2.1352060015619725,1.236877083906152,0.3709736128603185,0.7287289892688045,0.18412040350206504,0.10243525402845938,0.36011776359167863,2.042557276983509,0.6221658210000001,0.479695431,0.5651635241051259,0.9917440494852335,0.598984772,0.345177665,0.6429520313607235,0.32658748798836695,0.5821207849168788,0.6806458745100784,0.33546196827987973,0.148698885,1.3075764892502544,0.08150634208968827,1.419193896,0.17303813781569327,0.6116348840095914,1.3815426658680054,0.10254596097432324,0.3028484526788083,0.16797104300000001,0.22622721798798653,0.0440283617853757,0.2363474304492712,0.21189591100000002,0.07922020087118138,0.3271758207929623,0.14738719433162387,0.6141812525933862,0.4359626006843039,1.968702589171412,2.4793895437351994,0.16042871417623172,1.0645112558855696,1.0472669896424533,0.353249727704777,0.3501691228713252,0.3891941762324975,0.04450209425058069,0.6493976065855336,0.05875628344186731,0.1535772946241341,0.249551235320914,0.7956269027589318,t-SC-m
0.40312041600000004,0.4207529789087284,0.2203785235486978,2.0763451735602487,3.928617270176052,0.22567621004367516,0.09950758538524743,4.745243453102247,0.20813968613049216,1.5101845460300998,0.444459261,0.2592746197633822,0.8245320278976938,0.06424224320030023,0.7411063202630248,0.6166454886717784,1.7908108817613428,1.3566900390875016,0.5774874229018814,0.8592374722330195,0.314841979,0.3029029438243228,0.07708878426517593,0.9665602341738372,2.895598587389899,1.3598702761195698,0.14510396421013677,0.10246827941622294,0.6691317535877936,0.13098156593753504,0.4438661066259874,1.7280963620428826,0.637551674,0.474996666,0.888982933919503,0.8103451290982117,0.563141752,0.36084811299999997,0.28711505478893,0.36474017555847194,0.2602378165635047,0.1098221691043681,0.2375087962489606,0.17156218,1.3938063342415234,0.004984992785878314,1.563276341,0.12428965740303749,0.547826783157751,1.2375642674767289,0.15044180108677335,0.22627718846368006,0.18486044100000001,0.06283624745456967,0.15228031636491193,0.3327599268685489,0.230016075,0.018292767020991627,0.43176019801250337,0.05336487554183507,0.43666347203324085,0.38826837007104864,1.8829111267034087,2.334828550372081,0.3732435456388218,1.2588559099165297,0.8514183736325459,0.27196268062483514,0.38295975791866166,0.07826816634487982,0.36478389220589913,0.35285770800008087,0.2390945271513684,0.2466886925395951,0.37074754521751396,0.8314041002203449,t-SC-m
0.713779191,1.1860829717032921,0.08398930324427498,2.443436812508453,3.2771809975516444,0.27170676839641444,0.3570527743322841,2.3808067308673913,0.15221123476860582,1.9594801316857724,1.036679301,0.22443203203605905,0.25082072319346155,0.14904186311245818,1.0014794503805586,0.15957902140598632,1.3025975660483293,1.4682233620864964,0.49861082842128146,0.41044494764226364,0.7075437090000001,0.3663908757699086,0.03999884794236497,1.1213279611998805,2.200466744480808,1.6833205483563167,0.20519170724069336,0.18134732840229575,0.7534655453451928,0.3638035351648651,0.1303415587337971,2.06382721554773,0.266413987,0.358234503,0.3351349905694986,0.43324327444511745,0.460080694,0.315931043,1.0207300438048108,0.6644552797013883,0.3906764995571965,0.4088554423732178,0.37719617040975084,0.17186251,0.9509270281027249,0.13488282260167492,1.44676259,0.14015133318216572,0.5890846863701729,1.2382269599129998,0.059141461445835486,0.6179343271928632,0.17929656300000002,0.19257244488316466,0.03865281084086704,0.19597879657981032,0.223820943,0.06777243591220247,0.33467190740972896,0.26995895433212813,0.13263832691140898,0.18059013982551433,1.8040523057477813,2.307561525154169,0.14109386449453573,0.6306398675769032,1.0100046034947345,0.18513113869780443,0.36958347919364243,0.24493733548747396,0.23406562431743805,0.6688692247663601,0.07107608535564458,0.04783065924886415,0.16079343631437665,1.6784046109419113,t-CS-m
0.45099035,0.8656986540161198,0.410502576021857,2.7163535501128426,4.868183844423469,0.3015484646396649,0.10473901254786938,5.416702364899,0.5193633924342109,1.097506945700574,0.481293381,0.2800490508922463,0.33742486630208646,0.3565647577768491,0.9593259247891051,0.8408009526388468,1.7807679578709383,1.813432317010953,0.5778809147927149,0.9978319928928957,0.30667005199999997,0.220442956350507,0.2936555400138743,2.191869641654881,3.3241077031901476,1.3074970157778063,0.47102683331462314,0.8853760486281321,0.8408977808504315,0.22205312397905752,0.7203155644924301,3.044084614079354,0.79473506,0.45683087899999997,0.3961330484515141,1.1057634896089936,0.575842221,0.401726765,0.5558616779575443,0.4892670078332717,0.3045854880472428,0.38847252447810837,0.4006677925379703,0.216071189,1.4221374185921367,0.08874146893849306,2.639985691,0.12446518600877116,0.5590028916206887,1.6001557438440788,0.5820362011900053,0.2548987534353234,0.185887403,0.07811893040091222,0.15891081227188697,0.3658794602045491,0.27907704699999997,0.08789137768960294,0.06735499692473923,0.29194090906574754,0.6934614657847202,0.14057495098804695,2.0902907840820792,2.339259157774075,0.34586751175629904,1.218677858944765,1.1873742256165583,0.3730002923688591,0.35615981024378934,0.10477337520894152,0.2932881054212675,0.5658482728968783,0.280361856615822,0.17581199838454414,0.36951089618151334,1.5681737423737718,t-SC-s
0.470532093,0.8266140074540395,0.4534747705909998,2.5016584960572326,3.7655473410801,0.3317983283468828,0.16128406147251403,2.167639109315444,0.27929259331953565,1.1616688397676191,0.58577905,0.12733209272193202,0.3542750249938658,0.24618646718359338,0.8176880178699736,0.7680877747679288,1.6816573174896319,1.817461701450329,0.6142722888251946,0.8414323389358347,0.35958005200000004,0.35441953745863897,0.35064687390016025,1.5228044051737049,3.517472327900555,1.7360253552952107,0.6419669996632188,0.29574363770569223,0.9632813828406144,0.18669346965654515,0.4284370558860128,2.3465832768918826,0.35826771700000004,0.41612980200000005,0.22966125774821317,0.8231982705177858,0.5767120020000001,0.35671677399999996,0.11632957941096234,0.5236584199719487,0.6015401220535241,0.7080681139684479,0.0060839207031819775,0.228023084,0.8382858080523763,0.12531403930581497,2.1569587969999997,0.09707905672957662,0.3753254926024696,1.8595862838415167,0.12921860708682809,0.06385886684568821,0.18601529999999997,0.21130954811879463,0.11143319206256527,0.18812574698140808,0.20413367300000002,0.4420386117982279,0.04199419098305726,0.08329600406957496,0.5064743297933033,0.3500170935639025,1.315072201438728,2.664620653317811,0.12370892367270672,1.4773117959474626,0.784846308852023,0.0433697127295021,0.25665933165045846,0.07792306615919138,0.24576815722989198,0.8343183609687059,0.23216074621772417,0.13028894690244933,0.06016240762747298,1.4861388085675393,t-CS-s
